SupplierID,SupplierName,RawMaterialBatchID,MaterialName,MaterialGrade,InitialQuantity,Unit,ReceiveDate,MachineID,MachineName,MachineType,LastMaintenanceDate,CustomerOrderID,CustomerName,OrderDate,ProductionOrderID,ComponentToProduce,QuantityToProduce,ScheduledStart,ScheduledEnd,Status,MaterialUsedBatchID,QuantityUsed,QualityCheckID,CheckTimestamp,Result,InspectorName
S-03,SteelCorp,RM-0052,Steel Bar,6063-T5,2509,kg,21-01-2023,M-201,P1-Waterjet Cutter,Grinder,19-02-2025 19:51,C-502,Customer 51,02-09-2024 18:37,P1-24-1043,Component Q6,740.731903,21-02-2024 07:11,06-12-2024 05:06,Completed,RM-0082,,QC-283,14-06-2024 16:21,Passed,Conflicting duplicate record - missing material and QC
S-01,Precision Fasteners,RM-0026,Polycarbonate,Zinc Plated,844.37,kg,14-02-2025,M-202,P1-Waterjet Cutter,Drawer,01-03-2025 10:55,C-505,Customer 149,18-02-2024 01:21,P2-24-1075,Component T2,196.9461924,28-01-2025 11:37,21-07-2024 02:35,Completed,RM-0074,3478.250013,QC-287,,,
S-01,SteelCorp,RM-0011,Steel Sheet,Hot Rolled,2.28E+03,kg,18-04-2025,M-103,P2-Milling Machine 2,Drawer,12-02-2025 18:00,C-500,Customer 10,25-04-2025 17:34,P1_24_1035,Component L8,370.3457735,23-05-2025 08:34,02-10-2024 12:14,Completed,,1090.522033,QC-282,14-06-2024 16:21,,Peter Jones
S-01,Alu Works,RM-0039,Aluminum Angle,C101,2.28E+03,ft,25-11-2025,M-201,P2-Milling Machine 2,Grinder,19-06-2025 00:03,C-504,Customer 87,03-03-2025 14:15,P1-25-1063,Component D3,191.7625535,01-10-2025 02:05,24-05-2025 08:34,In Progress,RM-0031,4277.037241,QC-237,,Passed,Jane Smith
S-01,Global Metals,RM-0023,Titanium Mesh,Grade 23,2127,kg,13-01-2024,M-101,P1-Wire Drawer 1,Grinder,03-06-2024 07:11,C-513,Customer 111,09-05-2025 17:34,P1-25-1009,Component Q2,1022.249999,18-05-2025 01:21,24-05-2025 08:34,Scheduled,RM-0067,1967.003588,QC-225,06-02-2023 17:15,Passed,
S-04,PlasticPro,RM-0062,Aluminum Plate,Hot Rolled,3101,kg,28-01-2024,M-103,P1-Stamping Press 1,Lathe,07/15/2025,C-501,Customer 60,20-04-2024 23:05,P1-24-1093,Component O7,388.4078673,05-08-2025 01:24,22-02-2024 00:11,Completed,RM-0052,,,,,Jane Smith
S-04,Precision Fasteners,RM-0067,Steel Sheet,AMS 4911,3890,pcs,28-01-2024,M-202,P2-Milling Machine 2,Drawer,01-04-2024 15:43,C-506,Customer 63,13-04-2023 14:31,P2-24-1075,Component V9,84.31083225,22-05-2025 01:24,05-02-2023 23:18,Scheduled,RM-0091,898.9288456,QC-237,27-04-2023 05:25,Passed,
S-08,Precision Fasteners,RM-0008,Copper Foil,Grade 2,3717,KG,17-05-2025,M-101,P1-Wire Drawer 1,Lathe,18-10-2024 19:54,C-510,Customer 66,04-26-2024 10:29,P1-24-1055,Component H9,69.73487221,15-02-2024 10:25,01-10-2025 16:05,Quoted,,1070.628885,QC-294,26-05-2025 00:44,Passed,
S-06,PlasticPro,RM-0034,Copper Wire,CP-Ti,1622,kg,28-01-2023,M-105,P1-Wire Drawer 1,Press,18-06-2025 20:30,C-500,Customer 110,08-01-2024 09:44,P1_24_1035,Component X5,279.3922293,20-04-2025 23:18,19-05-2024 02:25,In Progress,RM-0029,,,24-04-2023 15:43,,Jane Smith
S-06,Precision Fasteners,RM-0061,PVC Pellets,Stainless 304,4699,pcs,14-12-2024,M-101,P1-Wire Drawer 1,Grinder,03-06-2024 07:11,C-501,Customer 94,06-07-2025 05:27,P2-24-1038,Component R3,774.5721053,01-08-2025 12:35,22-05-2025 20:24,Completed,RM-0035,,,22-01-2024 07:59,,
S-06,Global Metals,RM-0074,Titanium Pipe,CP-Ti,3269,m,24-09-2024,M-202,P2-Milling Machine 2,Mill,17-12-2023 09:27,C-508,Customer 74,09-07-2025 23:44,P1-23-1051,Component Y2,84.20232177,22-01-2023 09:21,18-02-2025 01:47,Scheduled,RM-0059,,QC-205,19-02-2024 00:35,Passed,Peter Jones
S-04,SteelCorp,RM-0007,Nut Blank,PZ-27,3777,kg,24-09-2024,M-201,P1-Wire Drawer 1,Lathe,01-08-2024 01:14,C-500,Customer 96,08-01-2024 09:44,P1-25-1004,Component C8,733.3592781,17-01-2024 10:11,27-09-2024 15:21,In Progress,,,QC-207,,Passed,Peter Jones
S-02,CopperCo,RM-0085,Titanium Powder,Grade 2,3777,kg,29-07-2025,M-101,P1-CNC Lathe 1,Drawer,11-08-2024 11:15,C-503,Customer 133,02-19-2025 08:35,1056,Component U9,88.04467278,18-08-2024 10:43,05-12-2025 20:54,Pending Materials,RM-0075,811.8482449,,16-02-2024 01:39,,
S-06,Global Metals,RM-0024,Copper Wire Bar,Zinc Plated,4453,kg,13-01-2024,M-103,P1-CNC Lathe 1,Drawer,24-03-2025 18:31,C-513,Customer 142,09-05-2025 17:34,P1-24-1022,Component G8,744.7868086,04-10-2025 14:15,24-04-2024 16:14,Completed,,,QC-242,26-05-2025 00:44,Passed,Peter Jones
S-04,PlasticPro,RM-0002,Flange Nut,Stainless 18-8,2758,KG,28-01-2023,M-201,P2-Grinding Machine 5,Lathe,29-04-2024 14:14,C-511,Customer 64,07-16-2024 11:39,1037,Component Y2,326.782073,20-05-2025 02:14,26-04-2025 05:34,Scheduled,RM-0080,104.870442,QC-220,29-11-2024 22:12,,
S-04,PlasticPro,RM-0052,Copper Wire,ACR,3440,kg,28-01-2024,M-101,P2-Milling Machine 2,Cutter,18-02-2025 20:23,C-511,Customer 94,13-01-2023 13:00,P2/23/1094,Component R8,954.2140817,24-07-2024 23:23,05-12-2024 02:04,Completed,RM-0078,1016.401461,QC-267,,,Peter Jones
S-04,Alu Works,RM-0097,ABS Pellets,Cold Forged,2127,kg,18-04-2024,M-105,P1-CNC Lathe 1,Lathe,18-10-2024 19:54,C-502,Customer 111,09-02-2025 15:53,1099,Component U6,497.5970895,20-07-2024 12:35,18-03-2024 01:23,Scheduled,RM-0040,1089.721237,QC-243,,,Jane Smith
S-06,Precision Fasteners,RM-0024,Steel Coil,Cold Finished,4601,kg,16-07-2024,M-202,P1-Waterjet Cutter,Grinder,03-06-2024 12:20,C-502,Customer 135,20-04-2024 23:05,P1-25-1008,Component B6,388.2583552,26-03-2025 12:47,26-04-2024 00:18,Completed,RM-0011,431.1517259,QC-296,,Passed,Peter Jones
S-03,Precision Fasteners,RM-0006-B,LDPE Film,CP-Ti,2393,m,13-01-2024,M-101,P1-Wire Drawer 1,Cutter,04-12-2022 17:41,C-511,Customer 73,09-05-2025 17:34,P1_25_1002,Component Z1,983.9427781,20-04-2025 23:18,24-05-2025 08:34,Scheduled,RM-0094,1598.741447,QC-282,,Passed,Jane Smith
S-03,PlasticPro,RM-0015,Steel Bar,Grade 4,2591,pcs,24-09-2025,M-202,P1-CNC Lathe 1,Press,05/18/2025,C-510,Customer 59,23-12-2023 10:14,1046,Component B6,991.7948537,02-10-2024 01:21,18-02-2025 10:52,Scheduled,,3984.991117,QC-286,,Passed,johndoe
S-06,Precision Fasteners,RM-0095,Titanium Mesh,Custom Profile,3122,kg,23-03-2025,M-201,P1-Waterjet Cutter,Drawer,19-06-2025 00:03,C-500,Customer 62,10-29-2024 07:12,P1_24_1071,Component O7,473.6440086,26-01-2023 23:25,06-02-2024 23:44,Completed,RM-0009,1675.250413,,,,Mary Williams
S-01,SteelCorp,RM-0005,Polycarbonate Sheet,Ti-6Al-4V,2956,pcs,25-11-2025,P1-LATHE-01,P2-Milling Machine 2,Welder,07-12-2023 10:27,C-500,Customer 67,11-04-2025 18:05,P2-24-1039,Component Z5,962.6739478,01-10-2025 02:05,25-07-2024 17:23,Completed,RM-0082,1585.297453,,,,Peter Jones
S-02,SteelCorp,RM-0010,Steel Pipe,Grade 12,2930,KG,18-04-2023,M-101,P1-CNC Lathe 1,Press,28-12-2023 17:10,C-508,Customer 111,13-01-2023 13:00,1037,Component H5,515.9430882,01-02-2023 02:12,21-04-2025 21:18,Scheduled,RM-0017,3595.2175,,24-04-2024 15:31,Failed,Mary Williams
S-03,SteelCorp,RM-0034,Aluminum Coil,Grade 7,1526,kg,14-01-2024,M-104,P1-CNC Lathe 1,Grinder,03-06-2024 12:20,C-510,Customer 65,09-07-2025 23:44,P2-23-1100,Component W6,252.5034497,22-03-2025 17:34,21-04-2025 21:18,Completed,,2957.320802,,26-01-2023 17:15,Passed,
S-06,PlasticPro Inc.,RM-0054,Bolt Blank,Hot Rolled,1780,meter,11-08-2024,M-105,P1-Wire Drawer 1,Grinder,03-06-2024 07:11,C-513,Customer 111,13-01-2023 13:00,P1-25-1080,Component N2,512.0771949,28-11-2025 07:53,18-03-2024 01:23,In Progress,,4160.228601,,,Passed,
S-06,SteelCorp,RM-0033-C,Steel Channel,Cold Rolled,1166,kg,12-03-2024,M-101,P1-Stamping Press 1,Mill,06/27/2024,C-504,Customer 53,03-03-2025 14:15,P1_24_1079,Component U6,221.9063515,18-02-2024 10:17,29-09-2024 17:44,Cancelled,RM-0040,2112.982442,QC-300,02-02-2024 04:44,,Peter Jones
S-04,CopperCo,RM-0006-B,Aluminum Round Bar,CP Grade 2,2765,KG,12-03-2024,M-105,P2-Milling Machine 2,Grinder,19-12-2023 12:20,C-512,Customer 136,02-09-2024 18:37,P1-25-1098,Component U9,898.4002597,04-02-2024 13:02,27-09-2024 15:21,Completed,RM-0091,1847.460149,QC-276,15-08-2024 21:21,,John Doe
S-08,AluWorks,RM-0060,Steel Sheet,T6 Temper,4046,ft,18-04-2025,M-104,P1-CNC Lathe 1,Mill,07/20/2025,C-506,Customer 124,10-01-2023 13:58,P1-25-1072,Component Z2,713.9131719,29-09-2024 02:44,24-01-2023 19:12,Completed,RM-0058,,,,,John Doe
S-04,Global Metals,RM-0100,Socket Cap Screw,3/16 inch,1166,kg,14-01-2024,M-105,P1-CNC Lathe 1,Grinder,17-02-2025 19:51,C-502,Customer 147,25-12-2023 17:52,P1-23-1015,Component T5,500.6935275,29-10-2025 11:34,26-04-2025 05:34,Pending Materials,RM-0011,,,16-01-2024 12:21,,Jane Smith
S-01,SteelCorp,RM-0058,Titanium Coil,Type L,3148,ft,18-04-2025,M-201,P2-Grinding Machine 5,Drawer,10-01-2024,C-506,Customer 65,08-01-2024 09:44,P1-24-1093,Component C9,797.8745865,06-02-2024 02:44,04-12-2024 16:54,Scheduled,RM-0020,1183.998873,QC-293,29-01-2025 14:52,,Mary Williams
S-03,Global Metals,RM-0003,Polypropylene,Natural,2930,m,13-05-2024,M-103,P1-Wire Drawer 1,Drawer,18-10-2024 19:54,C-505,Customer 104,27-03-2024 21:04,P1-25-1052,Component Z5,205.3054417,18-08-2024 10:43,29-01-2025 15:44,Pending Materials,RM-0011,1669.87166,QC-217,15-08-2024 21:21,Failed,Peter Jones
S-03,SteelCorp,RM-0065,Copper Bar,UV Stabilized,2484,pcs,13-01-2024,M-103,P1-Wire Drawer 1,Drawer,19-06-2025 00:03,C-500,Customer 114,09-05-2025 17:34,P2-24-1075,Component Y5,445.8968191,05-02-2023 06:18,21-07-2024 02:35,In Progress,RM-0054,1304.904689,,,Failed,
S-01,PlasticPro,RM-0025,Steel Sheet,Rigid,2591,KG,12-02-2024,M-202,P1-Robotic Welder 1,Drawer,03-06-2024 07:11,C-510,Customer 128,03-06-2024 22:52,P2-24-1047,Component D7,420.1115217,01-08-2025 12:35,22-04-2023 05:02,Completed,RM-0080,,,02-02-2024 04:44,Passed,
S-04,SteelCorp,RM-0044,Aluminum Bar,T-1,4601,kg,17-05-2025,M-103,P2-Milling Machine 2,Grinder,11-08-2024 11:15,C-511,Customer 71,09-11-2024 07:12,P2-24-1082,Component C4,183.605105,20-05-2025 02:14,01-10-2025 16:05,Quoted,,3983.632838,QC-280,22-04-2023 04:15,,
S-04,SteelCorp,RM-0096,Aluminum Extrusion,Assorted,3101,ft,24-09-2024,M-201,P1-Wire Drawer 1,Lathe,05/18/2025,C-512,Customer 108,14-Feb-25,P1_24_1006,Component H1,281.6054143,21-01-2024 00:14,24-05-2025 08:34,Completed,,869.725973,QC-276,19-08-2024 09:39,,
S-06,PlasticPro Inc.,RM-0082,Titanium Hex Bar,0.1mm,2930,pcs,21-01-2023,M-103,P1-Stamping Press 1,Press,11-08-2024 11:15,C-500,Customer 98,01-03-2025 05:44,1099,Component T8,275.2162875,18-05-2025 01:21,23-04-2024 04:27,Scheduled,,2227.258507,,,Passed,Jane Smith
S-03,PlasticPro,RM-0059,Acetal Copolymer,Cold Finished,1360,kg,14-01-2024,M-201,P1-CNC Lathe 1,Drawer,17-09-2025 14:03,C-500,Customer 108,04-25-2025 17:34,P1_24_1049,Component Q4,473.9540454,18-02-2024 10:17,29-09-2024 17:44,Scheduled,,,QC-209,,Passed,
S-01,SteelCorp,RM-0085,Steel Sheet Pile,A36,4453,pcs,25-11-2024,M-103,P2-Milling Machine 2,Cutter,03-08-2025 11:15,C-510,Customer 54,24-05-2024 22:52,P1_24_1071,Component L4,211.6047862,29-11-2024 01:05,05-12-2024 02:04,Completed,RM-0052,1118.801448,,16-02-2024 01:39,,
S-01,CopperCo,RM-0091,Titanium Plate,Alloy Steel,2335,kg,13-02-2024,M-104,P2-Grinding Machine 5,Cutter,13-05-2024 14:14,C-505,Customer 125,27-03-2024 21:04,P1_24_1006,Component W8,925.7274232,24-05-2025 08:24,22-01-2023 17:21,Rework Complete,,1123.385785,,01-02-2023 19:15,Failed,Jane Smith
S-01,Global Metals,RM-0070,Steel H-Pile,L-shape,2853,pcs,18-04-2023,M-101,P1-Wire Drawer 1,Press,17-12-2023 09:27,C-512,Customer 115,14-01-2023 20:53,P2/23/1094,Component T5,557.8198709,04-12-2024 02:04,26-04-2025 05:34,Completed,,595.5029811,,20-03-2024 18:21,,Peter Jones
S-03,SteelCorp,RM-0073,Copper Sheet,Type L,3440,ft,28-01-2023,M-105,P2-Milling Machine 2,Mill,17-12-2023 09:27,C-508,Customer 131,23-01-2025 17:49,P1-25-1004,Component R8,254.1975779,01-08-2025 23:25,19-05-2025 00:21,Completed,,940.2629094,,24-04-2024 15:31,Passed,
S-03,Copper Co.,RM-0009,Steel Channel,Internal Tooth,2888,ft,11-08-2024,M-101,P2-Grinding Machine 5,Press,14-12-2022 02:54,C-500,Customer 56,01-31-2024 09:27,1041,Component V6,82.74620077,22-05-2025 01:24,26-01-2023 03:34,Cancelled,RM-0093,,QC-298,29-01-2025 14:52,,Jane Smith
S-02,SteelCorp,RM-0099,Titanium Ingot,Type 1,3896,kg,18-04-2025,M-201,P1-Waterjet Cutter,Grinder,03-06-2024 12:20,C-507,Customer 85,02-09-2025 15:53,1028,Component Z5,604.4639209,27-01-2025 10:48,29-01-2025 01:37,Completed,,2537.577224,,28-01-2023 11:41,,johndoe
S-02,GlobalMetals,RM-0068,Bolt Blank,Cold Rolled,1579,pcs,13-02-2024,M-201,P2-Milling Machine 2,Lathe,01-08-2024 01:14,C-500,Customer 55,02-05-2025 20:34,P2-24-1083,Component G3,124.0865311,03-12-2024 23:54,30-10-2025 08:34,Completed,,,QC-283,,,Mary Williams
S-01,Global Metals,RM-0089,Titanium Pipe,Injection Grade,3284,kg,24-09-2025,M-104,P1-CNC Lathe 1,Press,25-06-2024 11:39,C-512,Customer 127,16-07-2024 11:39,P1-25-1008,Component M4,365.2385548,24-12-2024 07:11,04-12-2024 01:17,Rework Complete,RM-0019,1167.819941,,,Passed,Mary Williams
S-03,SteelCorp,RM-0060,Steel Flat Bar,Grade 5,1650,kg,24-09-2024,M-104,P1-Wire Drawer 1,Lathe,28-12-2023 17:10,C-510,Customer 134,13-01-2023 13:00,P2/23/1059,Component C5,544.5128898,28-11-2025 07:53,06-08-2025 01:24,Completed,,3704.024155,QC-271,,,
S-08,Global Metals,RM-0099,Copper Rod,American Standard,4711,pcs,28-01-2023,M-101,P1-Wire Drawer 1,Drawer,11/18/2024,C-503,Customer 146,01-31-2024 09:27,P2-24-1047,Component Z1,206.8174289,03-12-2024 23:54,24-04-2023 16:26,Completed,RM-0027,,,,,Jane Smith
S-03,Global Metals,RM-0080,ABS Pellets,A36,1288,pcs,24-09-2024,M-201,P1-Waterjet Cutter,Lathe,09-03-2023 03:22,C-507,Customer 64,03-24-2025 15:53,P1-24-1078,Component H5,783.2556515,29-09-2024 11:34,22-04-2023 05:02,Cancelled,RM-0031,1108.736134,QC-216,,Passed,Mary Williams
S-06,SteelCorp,RM-0041,Titanium Plate,Clear,1837,kg,24-09-2025,M-101,P1-Waterjet Cutter,Drawer,03/23/2025,C-509,Customer 132,09-01-2025 23:16,P2-25-1030,Component M4,738.0461468,24-05-2025 08:24,20-05-2025 22:14,Completed,,3769.00608,QC-293,26-01-2023 02:44,Passed,Peter Jones
S-06,CopperCo,RM-0018,Steel Coil,Hot Rolled,4601,pcs,11-08-2024,M-101,P1-Stamping Press 1,Cutter,03-08-2025 11:15,C-509,Customer 128,19-12-2023 12:20,P2-24-1074,Component P7,500.7495698,01-08-2025 12:35,24-04-2023 16:26,Completed,RM-0076,3144.189002,QC-298,23-04-2024 03:31,Passed,Reworked:No
S-06,SteelCorp,RM-0008,Steel Round Bar,0.1mm,2806,meters,11-08-2024,M-201,P1-Wire Drawer 1,Mill,23-11-2023 04:32,C-506,Customer 55,25-04-2025 17:34,1046,Component S8,84.96658237,29-09-2024 02:44,01-08-2025 00:11,Scheduled,RM-0045,,QC-235,29-01-2025 00:44,,John Doe
S-08,CopperCo,RM-0099,Steel H-Pile,HP12x53,1579,kg,25-11-2025,M-101,P2-Grinding Machine 5,Mill,14-12-2022 02:54,C-501,Customer 91,12-11-2024 14:06,1068,Component H9,464.1993671,04-10-2025 14:15,24-05-2025 08:34,Completed,RM-0086,2192.069162,QC-209,03-09-2023 11:15,Failed,John Doe
S-03,CopperCo,RM-0097,Steel H-Pile,Copolymer,1622,kg,10-03-2025,M-103,P1-Wire Drawer 1,Press,13-01-2025 10:59,C-500,Customer 111,23-10-2025 00:09,P1_24_1097,Component X4,593.9395085,18-06-2024 01:31,24-04-2024 16:14,Scheduled,RM-0014,,,,,Peter Jones
S-06,AluWorks,RM-0041,Steel Tube,Schedule 40,3685,kg,25-10-2025,M-101,P2-Milling Machine 2,Mill,15-12-2022 15:43,C-505,Customer 93,09-01-2025 23:16,P2-24-1038,Component N9,470.6810564,28-11-2025 07:53,26-01-2023 03:34,Cancelled,RM-0015,,QC-261,,Passed,
S-06,SteelCorp,RM-0008,Steel Plate,Carbon Steel,15118.08,pcs,25-11-2024,M-202,P1-CNC Lathe 1,Mill,14-12-2022 02:54,C-513,Customer 145,09-07-2025 23:44,P1-25-1007,Component D7,459.2643057,05-08-2025 01:24,29-01-2025 15:44,Completed,RM-0015,,,06-02-2023 17:15,Passed,
S-08,SteelCorp,RM-0004,Steel Sheet,Translucent,4601,ft,13-05-2024,M-202,P1-Waterjet Cutter,Lathe,17-09-2025 14:03,C-503,Customer 70,23-01-2025 17:49,P1_25_1053,Component H5,766.7543144,05-12-2024 13:06,02-10-2025 18:26,In Progress,RM-0069,,,,Passed,Invalid date format
S-04,SteelCorp,RM-0077,Nylon Granules,WT5x6,15118.08,ft,24-03-2025,M-103,P1-CNC Lathe 1,Cutter,13-01-2025 10:59,C-507,Customer 97,18-02-2024 01:21,1077,Component U6,84.59448965,17-02-2024 03:00,26-04-2025 05:34,Completed,,,,16-02-2024 01:39,,
S-01,PlasticPro Inc.,RM-0049,Steel Plate,6AL-4V,4453,KG,13-05-2024,M-105,P2-Milling Machine 2,Grinder,07/20/2025,C-505,Customer 70,10-29-2024 07:12,P1-25-1007,Component H6,664.9350316,24-05-2025 08:24,01-08-2025 01:18,Completed,RM-0048,,,06-02-2024 22:51,Passed,
S-06,CopperCo,RM-0034,Copper Sheet,Corten,"4,466",kg,28-01-2023,M-101,P1-Wire Drawer 1,Lathe,07/20/2025,C-508,Customer 106,08-01-2024 09:44,P2-24-1012,Component T4,553.6016349,01-10-2025 02:05,30-10-2025 08:34,Quoted,RM-0037,1659.978905,QC-263,02-02-2024 04:44,Passed,Mary Williams
S-06,Copper Co.,RM-0046,Titanium Sheet,1018 Carbon,1121,kg,14-02-2025,M-103,P1-Stamping Press 1,Drawer,25-11-2024 15:45,C-500,Customer 70,01-03-2025 05:44,P2-24-1048,Component U6,866.0184122,25-01-2023 11:34,17-01-2024 08:54,Completed,RM-0078,,QC-273,,,
S-01,Precision Fasteners,RM-0093,Copper Wire Bar,Type 1,3343,sq ft,13-05-2024,M-105,P1-CNC Lathe 1,Grinder,03-06-2024 07:11,C-508,Customer 69,09-01-2025 23:16,P1_24_1067,Component Z3,721.7260823,21-05-2024 01:23,02-10-2025 18:26,Completed,RM-0089,569.9210475,,22-04-2023 04:15,,
S-02,Global Metals,RM-0020,PVC Sheet,American Standard,1526,kg,17-05-2025,M-103,P2-Milling Machine 2,Lathe,23-11-2023 04:32,C-509,Customer 77,25-06-2024 04:41,1024,Component R3,368.2662705,28-11-2025 10:25,29-03-2025 17:11,Completed,RM-0098,1631.108536,QC-273,06-02-2024 22:51,,Mary Williams
S-06,PlasticPro,RM-0072,Titanium Wire,Custom Profile,2170,kg,28-01-2024,M-101,P2-Grinding Machine 5,Mill,03-06-2024 07:11,C-510,Customer 55,24-05-2024 22:52,P2-24-1012,Component G8,1012.559656,29-10-2025 11:34,18-01-2024 00:11,Cancelled,,,QC-271,,Passed,Material receive date is after order start
S-06,SteelCorp,RM-0042,Aluminum Coil,Ship & Car,3269,ft,11-08-2024,M-101,P2-Milling Machine 2,Drawer,09/25/2024,C-502,Customer 80,08-01-2024 09:44,P1-25-1004,Component R8,497.6966493,15-06-2024 11:43,21-04-2025 17:14,Pending Materials,,554.3255133,QC-242,24-04-2023 15:43,,Mary Williams
S-03,PlasticPro,RM-0053,Copper Pipe,AMS 4911,1055,kg,24-09-2024,M-104,P1-Stamping Press 1,Cutter,11-08-2024 11:15,C-508,Customer 91,10-01-2023 13:58,P2-25-1057,Component C6,605.9442642,26-01-2023 23:25,23-02-2024 18:26,Cancelled,,,QC-280,21-04-2025 20:31,Passed,
S-08,AluWorks,RM-0071,Steel Sheet,CP-Ti,3896,kg,24-09-2024,M-104,P1-CNC Lathe 1,Drawer,09-03-2023 03:22,C-508,Customer 50,01-03-2025 05:44,P1-24-1055,Component D3,114.2702332,15-06-2024 11:43,21-05-2024 21:23,Completed,RM-0040,,QC-207,,,Jane Smith
S-02,Alu Works,RM-0068,Steel Rod,Grade 23,4453,ft,18-04-2025,M-201,P2-Grinding Machine 5,Lathe,24-03-2025 18:31,C-511,Customer 129,09-04-2025 00:34,1060,Component B8,987.5284911,22-05-2025 01:24,21-04-2025 21:18,Completed,,417.3204179,,19-08-2024 09:39,Passed,
S-08,SteelCorp,RM-0007,ABS Pellets,Type 1,4839,kg,25-11-2024,M-101,P1-Waterjet Cutter,Drawer,19-02-2025 19:51,C-501,Customer 115,08-01-2024 09:44,P2-24-1075,Component F3,249.6826424,27-01-2025 10:48,23-04-2024 04:27,Completed,RM-0020,1093.506171,QC-207,,,John Doe
S-04,Global Metals,RM-0075,Steel Plate,3003-H14,2166,ft,13-05-2024,M-103,P1-Robotic Welder 1,Lathe,18-10-2024 19:54,C-500,Customer 109,02-19-2025 08:35,P2-24-1075,Component Z1,902.226444,16-01-2024 19:54,13-03-2025 03:21,Completed,,,QC-234,,Passed,
S-04,SteelCorp,RM-0079,Titanium Bar,Aluminized,2806,pcs,18-04-2025,M-104,P1-CNC Lathe 1,Drawer,24-03-2024 15:43,C-512,Customer 96,04-25-2025 17:34,P1-25-1045,Component R4,970.6167051,01-10-2025 02:05,06-02-2023 18:14,Completed,RM-0025,2407.646181,,,Passed,
S-01,SteelCorp,RM-0019,Titanium Wire,Expanded Metal,2853,kg,17-05-2025,M-101,P2-Grinding Machine 5,Grinder,03-06-2024 07:11,C-512,Customer 138,27-03-2024 21:04,1010,Component Q6,956.5949298,28-03-2024 15:19,21-05-2024 21:23,In Progress,,4101.696581,QC-240,29-01-2025 14:52,,
S-06,SteelCorp,RM-0027,Steel Sheet,Custom Profile,4480,kg,24-09-2024,M-105,P2-Grinding Machine 5,Lathe,10-01-2024,C-511,Customer 129,14-01-2023 20:53,P1-24-1019,Component Q2,618.3528368,17-01-2024 10:11,19-08-2024 10:43,Completed,,,QC-240,,Passed,Mary Williams
S-06,CopperCo,RM-0056,Copper Rod,Schedule 40,3044,sq ft,20-01-2023,M-101,P1-Stamping Press 1,Lathe,12/17/2023,C-513,Customer 10,12-03-2024 12:59,P2-24-1083,Component X5,739.4707338,22-01-2023 09:21,02-08-2025 01:35,Quoted,RM-0086,,QC-254,29-11-2024 22:12,Passed,Jane Smith
S-01,AluWorks,RM-0019,Titanium Mesh,Unfilled,4601,KG,14-01-2024,M-202,P1-Waterjet Cutter,Lathe,29-04-2024 14:14,C-504,Customer 76,02-05-2025 20:34,P1-24-1089,Component Z7,296.4011547,01-08-2025 23:25,01-10-2025 16:05,Completed,RM-0094,3366.170796,QC-207,17-01-2024 08:08,,
S-06,SteelCorp,RM-0002,Steel Sheet,Type 1,1837,kg,14-01-2024,M-201,P2-Milling Machine 2,Mill,03-03-2024,C-512,Customer 93,11-08-2023 13:50,P2-24-1012,Component Z1,260.3616109,04-02-2024 13:02,21-05-2024 21:23,Completed,,,,21-07-2024 01:21,,Mary Williams
S-06,SteelCorp,RM-0032,ABS Filament,Galvanized,3483,kg,21-01-2025,M-101,P2-Milling Machine 2,Drawer,11-08-2024 11:15,C-500,Customer 145,03-03-2025 14:15,1068,Component B6,510.653824,05-08-2025 01:24,22-04-2025 00:14,In Progress,RM-0005,,,19-08-2024 09:39,Passed,
S-06,SteelCorp,RM-0096,Titanium Bar,Type L,3890,kg,25-11-2024,P1-WJC-01,P1-Wire Drawer 1,Drawer,01-08-2024 01:14,C-502,Customer 50,25-06-2024 04:41,P2-24-1047,Component G3,711.3667777,29-03-2025 01:11,18-01-2024 00:11,In Progress,,104.5370621,QC-286,22-01-2024 07:59,,
S-01,Precision Fasteners,RM-0058,Aluminum Tube,6061 Alloy,"4,466",kg,14-02-2025,M-201,P1-Stamping Press 1,Lathe,09-10-2025 23:25,C-510,Customer 135,08-01-2023 17:35,P1_24_1071,Component W8,726.7676423,17-02-2025 14:52,22-05-2025 17:21,Quoted,RM-0059,,QC-252,,,Peter Jones
S-04,Copper Co.,RM-0012,Copper Wire,Pure Copper,1622,kg,14-01-2024,M-201,P1-Wire Drawer 1,Mill,03-03-2024,C-505,Customer 101,02-09-2024 18:37,P1-24-1096,Component V1,108.1763103,24-07-2024 23:23,22-05-2025 20:24,Completed,,3641.622728,,08-01-2025 00:30,,Peter Jones
S-01,Global Metals,RM-0063,Titanium Tube,3003-H14,1551,ft,28-01-2023,M-104,P1-CNC Lathe 1,Press,28-12-2023 17:10,C-501,Customer 141,27-03-2024 21:04,P2-24-1012,Component J9,130.7117696,20-02-2024 02:13,14-06-2024 17:37,Completed,,2369.996708,QC-205,,Passed,
S-06,AluWorks,RM-0081,Steel Sheet,Grade 12,1467,kg,23-03-2025,M-201,P2-Milling Machine 2,Cutter,16-12-2022 02:54,C-506,Customer 132,09-05-2025 17:34,P1-25-1080,Component Q8,523.0577031,01-08-2025 12:35,21-04-2024 21:23,On Hold,RM-0096,,,,,John Doe
S-02,Global Metals,RM-0078,Rivet Blank,AR400,1360,kg,13-02-2024,M-202,P1-Wire Drawer 1,Grinder,19-06-2025 00:03,C-507,Customer 148,04-26-2024 10:29,P1_24_1062,Component T4,1017.750774,18-05-2024 10:25,19-05-2025 00:21,Scheduled,RM-0091,,QC-258,17-01-2024 18:03,,
